CustomerID,Recency,Frequency,Monetary,Cluster,SegmentLabel
12422,96,17,5231.8,2,High-value loyal customers
12423,1,10,2622.39,2,High-value loyal customers
12424,163,4,3340.0299999999997,3,Lapsed higher-spend customers
12425,78,2,1741.41,3,Lapsed higher-spend customers
12426,195,2,1345.21,3,Lapsed higher-spend customers
12427,22,3,825.8000000000001,1,Recent moderate customers
12428,26,9,7956.46,2,High-value loyal customers
12429,9,8,6204.41,2,High-value loyal customers
12430,43,1,256.4,1,Recent moderate customers
12431,36,27,10432.220000000001,2,High-value loyal customers
12432,43,5,5059.32,3,Lapsed higher-spend customers
12433,1,10,16794.14,2,High-value loyal customers
12434,85,3,1103.43,3,Lapsed higher-spend customers
12435,80,6,13925.93,2,High-value loyal customers
12436,100,1,509.01,0,Inactive low-value customers
12437,2,39,12683.4,2,High-value loyal customers
12438,14,2,2906.85,1,Recent moderate customers
12439,683,2,1142.88,3,Lapsed higher-spend customers
12440,462,2,859.2,0,Inactive low-value customers
12441,367,1,173.55,0,Inactive low-value customers
12442,3,1,172.06,1,Recent moderate customers
12443,732,1,485.31,0,Inactive low-value customers
12444,21,5,5005.46,2,High-value loyal customers
12445,22,2,434.98,1,Recent moderate customers
12446,58,1,1002.3100000000001,1,Recent moderate customers
12447,243,1,476.49,0,Inactive low-value customers
12448,44,1,449.45,1,Recent moderate customers
12449,22,6,4835.89,2,High-value loyal customers
12450,156,5,688.2,3,Lapsed higher-spend customers
12451,11,8,12669.88,2,High-value loyal customers
12452,17,2,430.57000000000005,1,Recent moderate customers
12453,134,1,707.09,0,Inactive low-value customers
12454,56,5,16679.78,2,High-value loyal customers
12455,73,10,5879.95,2,High-value loyal customers
12456,44,3,3181.04,3,Lapsed higher-spend customers
12457,66,8,2995.91,3,Lapsed higher-spend customers
12458,71,4,1777.49,3,Lapsed higher-spend customers
12459,605,1,454.36,0,Inactive low-value customers
12460,456,1,326.65,0,Inactive low-value customers
12461,94,2,826.88,3,Lapsed higher-spend customers
12462,19,2,1189.59,1,Recent moderate customers
12463,53,4,1344.78,3,Lapsed higher-spend customers
12464,10,8,1212.05,1,Recent moderate customers
12465,17,2,742.19,1,Recent moderate customers
12466,682,1,56.73,0,Inactive low-value customers
12467,423,1,132.8,0,Inactive low-value customers
12468,188,5,3670.7400000000002,3,Lapsed higher-spend customers
12469,523,2,3070.54,3,Lapsed higher-spend customers
12470,690,1,211.95,0,Inactive low-value customers
12471,2,79,39918.19,2,High-value loyal customers
12472,32,19,16249.29,2,High-value loyal customers
12473,29,5,3928.05,2,High-value loyal customers
12474,17,31,12372.75,2,High-value loyal customers
12475,54,2,1149.64,1,Recent moderate customers
12476,16,23,14083.91,2,High-value loyal customers
12477,23,9,20276.37,2,High-value loyal customers
12478,4,1,680.99,1,Recent moderate customers
12479,11,1,527.2,1,Recent moderate customers
12480,28,7,5464.85,2,High-value loyal customers
12481,23,15,12185.51,2,High-value loyal customers
12482,576,29,23691.4,2,High-value loyal customers
12483,17,19,5097.18,2,High-value loyal customers
12484,33,12,6354.1,2,High-value loyal customers
12485,529,1,708.1,0,Inactive low-value customers
12486,432,1,1037.28,0,Inactive low-value customers
12487,731,1,285.3,0,Inactive low-value customers
12488,10,3,1298.66,1,Recent moderate customers
12489,336,1,334.93,0,Inactive low-value customers
12490,5,21,9823.64,2,High-value loyal customers
12491,39,1,460.40000000000003,1,Recent moderate customers
12492,63,3,715.21,1,Recent moderate customers
12493,166,2,433.74,0,Inactive low-value customers
12494,16,9,1815.27,2,High-value loyal customers
12495,641,1,357.4,0,Inactive low-value customers
12496,620,2,45.34,0,Inactive low-value customers
12497,82,3,6248.5,3,Lapsed higher-spend customers
12498,21,3,403.70000000000005,1,Recent moderate customers
12499,560,1,393.72,0,Inactive low-value customers
12500,23,19,5955.21,2,High-value loyal customers
12501,337,1,2169.39,3,Lapsed higher-spend customers
12502,96,5,3723.87,3,Lapsed higher-spend customers
12503,584,1,1126.0,0,Inactive low-value customers
12504,18,4,779.05,1,Recent moderate customers
12505,409,1,955.2,0,Inactive low-value customers
12506,233,1,73.5,0,Inactive low-value customers
12507,134,4,1844.06,3,Lapsed higher-spend customers
12508,26,2,397.88,1,Recent moderate customers
12509,284,1,176.5,0,Inactive low-value customers
12510,143,9,5178.02,3,Lapsed higher-spend customers
12511,429,1,3084.02,3,Lapsed higher-spend customers
12512,66,2,132.18,0,Inactive low-value customers
12513,113,1,612.29,0,Inactive low-value customers
12514,267,2,1597.76,3,Lapsed higher-spend customers
12515,353,1,383.7,0,Inactive low-value customers
12516,78,4,2648.62,3,Lapsed higher-spend customers
12517,28,5,2481.6,1,Recent moderate customers
12518,1,5,2056.89,1,Recent moderate customers
12519,64,2,716.54,1,Recent moderate customers
12520,79,5,2634.26,3,Lapsed higher-spend customers
12521,143,1,599.68,0,Inactive low-value customers
12522,39,2,192.72,1,Recent moderate customers
12523,19,23,4352.35,2,High-value loyal customers
12524,9,17,11126.11,2,High-value loyal customers
12525,498,3,973.73,3,Lapsed higher-spend customers
12526,1,3,1316.66,1,Recent moderate customers
12527,82,5,735.51,3,Lapsed higher-spend customers
12528,9,6,1933.48,1,Recent moderate customers
12529,528,1,316.48,0,Inactive low-value customers
12530,60,9,3759.26,2,High-value loyal customers
12531,15,2,1933.2,1,Recent moderate customers
12532,30,1,349.83000000000004,1,Recent moderate customers
12533,628,2,1367.89,3,Lapsed higher-spend customers
12534,131,1,1089.18,0,Inactive low-value customers
12535,92,2,716.35,1,Recent moderate customers
12536,43,3,12601.830000000002,3,Lapsed higher-spend customers
12537,409,1,732.94,0,Inactive low-value customers
12538,29,2,640.45,1,Recent moderate customers
12539,22,7,11214.75,2,High-value loyal customers
12540,20,33,22254.49,2,High-value loyal customers
12541,30,3,981.18,1,Recent moderate customers
12542,484,2,481.88,0,Inactive low-value customers
12543,448,1,980.25,0,Inactive low-value customers
12544,36,1,372.7,1,Recent moderate customers
12545,75,2,1000.39,1,Recent moderate customers
12546,47,2,1161.5,1,Recent moderate customers
12547,198,3,383.58,0,Inactive low-value customers
12548,166,1,95.19999999999999,0,Inactive low-value customers
12549,576,6,1575.68,3,Lapsed higher-spend customers
12550,79,1,964.83,1,Recent moderate customers
12551,358,1,168.0,0,Inactive low-value customers
12552,39,2,437.82,1,Recent moderate customers
12553,8,12,4608.75,2,High-value loyal customers
12554,449,1,468.5,0,Inactive low-value customers
12555,682,1,129.23,0,Inactive low-value customers
12556,50,2,599.56,1,Recent moderate customers
12557,16,8,18096.14,2,High-value loyal customers
12558,8,1,269.96,1,Recent moderate customers
12559,311,2,561.71,0,Inactive low-value customers
12560,5,3,2134.01,1,Recent moderate customers
12561,303,1,238.85,0,Inactive low-value customers
12562,8,9,4966.92,2,High-value loyal customers
12563,409,1,249.24,0,Inactive low-value customers
12564,261,1,456.90000000000003,0,Inactive low-value customers
12565,289,1,145.92000000000002,0,Inactive low-value customers
12566,86,1,351.65,0,Inactive low-value customers
12567,23,15,11767.48,2,High-value loyal customers
12568,645,1,70.0,0,Inactive low-value customers
12569,2,32,4124.6900000000005,2,High-value loyal customers
12570,682,1,77.52,0,Inactive low-value customers
12571,40,2,519.61,1,Recent moderate customers
12572,9,2,1020.4200000000001,1,Recent moderate customers
12573,227,5,717.41,3,Lapsed higher-spend customers
12574,316,1,218.45000000000002,0,Inactive low-value customers
12575,457,2,622.82,0,Inactive low-value customers
12576,36,8,2142.7200000000003,2,High-value loyal customers
12577,35,8,1617.1,3,Lapsed higher-spend customers
12578,21,4,4642.45,1,Recent moderate customers
12579,78,1,440.42,0,Inactive low-value customers
12580,247,2,1052.9,3,Lapsed higher-spend customers
12581,40,1,197.71,1,Recent moderate customers
12582,239,4,1980.4,3,Lapsed higher-spend customers
12583,3,27,13591.58,2,High-value loyal customers
12584,4,9,2338.15,2,High-value loyal customers
12585,234,2,2040.1,3,Lapsed higher-spend customers
12586,17,4,2062.67,1,Recent moderate customers
12587,8,1,144.0,1,Recent moderate customers
12588,39,4,958.78,1,Recent moderate customers
12589,29,8,4695.66,2,High-value loyal customers
12590,211,2,9864.26,3,Lapsed higher-spend customers
12591,317,3,1338.95,3,Lapsed higher-spend customers
12592,92,5,2582.66,3,Lapsed higher-spend customers
12593,109,3,418.1,0,Inactive low-value customers
12594,38,15,5090.110000000001,2,High-value loyal customers
12595,505,1,299.02,0,Inactive low-value customers
12596,51,2,618.27,1,Recent moderate customers
12597,19,4,3811.22,1,Recent moderate customers
12598,10,11,4534.09,2,High-value loyal customers
12599,29,13,2296.72,2,High-value loyal customers
12600,29,21,4967.42,2,High-value loyal customers
12601,190,6,681.26,3,Lapsed higher-spend customers
12602,59,1,153.12,0,Inactive low-value customers
12603,22,1,739.1999999999999,1,Recent moderate customers
12604,79,2,254.18,0,Inactive low-value customers
12605,376,4,1232.95,3,Lapsed higher-spend customers
12606,682,1,21.0,0,Inactive low-value customers
12607,60,1,1579.51,1,Recent moderate customers
12608,405,1,415.79,0,Inactive low-value customers
12609,78,9,3435.86,3,Lapsed higher-spend customers
12610,23,5,2099.54,1,Recent moderate customers
12611,52,1,1193.32,1,Recent moderate customers
12612,74,1,704.04,1,Recent moderate customers
12613,57,10,6817.37,2,High-value loyal customers
12614,278,1,315.6,0,Inactive low-value customers
12615,2,8,5740.9800000000005,2,High-value loyal customers
12616,95,3,1131.1,3,Lapsed higher-spend customers
12617,29,1,352.98,1,Recent moderate customers
12618,22,1,177.31,1,Recent moderate customers
12619,16,10,3781.38,2,High-value loyal customers
12620,15,3,1339.41,1,Recent moderate customers
12621,2,35,24311.2,2,High-value loyal customers
12622,232,1,180.1,0,Inactive low-value customers
12623,276,7,3747.84,3,Lapsed higher-spend customers
12624,106,2,641.13,3,Lapsed higher-spend customers
12625,212,4,5164.88,3,Lapsed higher-spend customers
12626,23,9,6620.4800000000005,2,High-value loyal customers
12627,11,7,4478.53,2,High-value loyal customers
12628,4,3,786.46,1,Recent moderate customers
12629,386,2,1558.22,3,Lapsed higher-spend customers
12630,10,2,1270.88,1,Recent moderate customers
12631,57,6,3481.57,3,Lapsed higher-spend customers
12632,521,2,804.88,0,Inactive low-value customers
12633,59,7,5678.16,2,High-value loyal customers
12634,536,2,490.0,0,Inactive low-value customers
12635,90,4,2930.41,3,Lapsed higher-spend customers
12636,739,1,141.0,0,Inactive low-value customers
12637,67,12,8283.81,2,High-value loyal customers
12638,33,2,921.49,1,Recent moderate customers
12639,239,3,1312.3700000000001,3,Lapsed higher-spend customers
12640,24,3,1174.58,1,Recent moderate customers
12641,115,1,185.9,0,Inactive low-value customers
12642,25,3,1013.26,1,Recent moderate customers
12643,128,12,8304.82,2,High-value loyal customers
12644,130,4,1918.49,3,Lapsed higher-spend customers
12645,34,8,3539.3,2,High-value loyal customers
12646,5,2,1346.97,1,Recent moderate customers
12647,22,36,16955.55,2,High-value loyal customers
12648,155,4,1112.0,3,Lapsed higher-spend customers
12649,107,8,2294.65,3,Lapsed higher-spend customers
12650,3,1,314.44,1,Recent moderate customers
12651,335,4,377.75,0,Inactive low-value customers
12652,331,2,1017.0300000000001,3,Lapsed higher-spend customers
12653,149,3,4160.83,3,Lapsed higher-spend customers
12654,11,5,601.98,1,Recent moderate customers
12655,424,1,261.35,0,Inactive low-value customers
12656,17,8,6407.83,2,High-value loyal customers
12657,11,4,1643.18,1,Recent moderate customers
12658,19,1,686.05,1,Recent moderate customers
12659,30,1,91.68,1,Recent moderate customers
12660,11,1,245.10000000000002,1,Recent moderate customers
12661,436,1,162.0,0,Inactive low-value customers
12662,1,20,6726.54,2,High-value loyal customers
12663,625,2,239.4,0,Inactive low-value customers
12664,8,11,6070.04,2,High-value loyal customers
12665,325,3,313.6,0,Inactive low-value customers
12666,394,1,1248.42,0,Inactive low-value customers
12667,58,1,620.13,1,Recent moderate customers
12668,12,10,11383.03,2,High-value loyal customers
12669,151,3,2744.0299999999997,3,Lapsed higher-spend customers
12670,10,7,3760.29,2,High-value loyal customers
12671,606,1,2622.481,3,Lapsed higher-spend customers
12672,330,2,437.05,0,Inactive low-value customers
12673,5,3,1230.02,1,Recent moderate customers
12674,39,4,1970.6,1,Recent moderate customers
12675,554,2,957.25,0,Inactive low-value customers
12676,25,11,2843.09,2,High-value loyal customers
12677,555,2,395.1,0,Inactive low-value customers
12678,42,21,34281.18,2,High-value loyal customers
12679,59,4,1113.02,3,Lapsed higher-spend customers
12680,1,4,880.81,1,Recent moderate customers
12681,15,45,29834.760000000002,2,High-value loyal customers
12682,4,52,22950.22,2,High-value loyal customers
12683,4,21,11633.7,2,High-value loyal customers
12684,8,7,2283.63,2,High-value loyal customers
12685,28,6,2863.08,2,High-value loyal customers
12686,372,1,89.14,0,Inactive low-value customers
12687,481,2,2138.91,3,Lapsed higher-spend customers
12688,114,1,4873.81,3,Lapsed higher-spend customers
12689,26,2,1247.6100000000001,1,Recent moderate customers
12690,206,1,389.01,0,Inactive low-value customers
12691,28,7,1170.4,1,Recent moderate customers
12692,637,1,110.95,0,Inactive low-value customers
12693,127,7,1703.02,3,Lapsed higher-spend customers
12694,70,3,1843.35,3,Lapsed higher-spend customers
12695,7,7,1407.1200000000001,1,Recent moderate customers
12696,435,2,851.91,0,Inactive low-value customers
12697,29,3,957.59,1,Recent moderate customers
12698,590,1,339.75,0,Inactive low-value customers
12699,418,1,638.11,0,Inactive low-value customers
12700,8,4,4939.99,2,High-value loyal customers
12701,80,6,2446.41,3,Lapsed higher-spend customers
12702,20,1,219.0,1,Recent moderate customers
12703,71,4,1006.53,3,Lapsed higher-spend customers
12704,7,8,2340.84,2,High-value loyal customers
12705,15,14,11762.1,2,High-value loyal customers
12707,292,1,603.42,0,Inactive low-value customers
12708,30,18,5117.66,2,High-value loyal customers
12709,15,34,30291.76,2,High-value loyal customers
12710,97,3,1149.02,3,Lapsed higher-spend customers
12711,612,2,1339.05,3,Lapsed higher-spend customers
12712,29,21,6723.03,2,High-value loyal customers
12713,1,1,848.55,1,Recent moderate customers
12714,9,12,14093.710000000001,2,High-value loyal customers
12715,106,1,343.36,0,Inactive low-value customers
12716,4,2,1053.49,1,Recent moderate customers
12717,151,3,1308.91,3,Lapsed higher-spend customers
12718,71,1,238.25,0,Inactive low-value customers
12719,5,2,644.95,1,Recent moderate customers
12720,3,30,7787.28,2,High-value loyal customers
12721,32,8,4013.08,2,High-value loyal customers
12722,85,4,997.63,3,Lapsed higher-spend customers
12723,4,5,725.07,1,Recent moderate customers
12724,5,7,2317.52,2,High-value loyal customers
12725,371,4,2266.76,3,Lapsed higher-spend customers
12726,28,11,4014.6,2,High-value loyal customers
12727,11,10,5679.53,2,High-value loyal customers
12728,71,5,1070.17,3,Lapsed higher-spend customers
12729,114,1,453.01,0,Inactive low-value customers
12730,522,1,829.25,0,Inactive low-value customers
12731,24,17,25775.71,2,High-value loyal customers
12732,180,1,236.26000000000002,0,Inactive low-value customers
12733,234,4,2424.87,3,Lapsed higher-spend customers
12734,353,3,639.65,3,Lapsed higher-spend customers
12735,315,2,779.5699999999999,0,Inactive low-value customers
12736,333,1,234.0,0,Inactive low-value customers
12737,499,2,3710.5,3,Lapsed higher-spend customers
12738,372,1,155.35,0,Inactive low-value customers
12739,78,4,2726.73,3,Lapsed higher-spend customers
12740,64,1,427.6,1,Recent moderate customers
12741,529,2,406.07,0,Inactive low-value customers
12742,626,1,1201.52,0,Inactive low-value customers
12743,134,2,540.13,0,Inactive low-value customers
12744,52,11,25317.06,2,High-value loyal customers
12745,487,3,925.41,3,Lapsed higher-spend customers
12746,541,1,254.55,0,Inactive low-value customers
12747,2,26,8898.48,2,High-value loyal customers
12748,1,336,53539.64,2,High-value loyal customers
12749,4,9,6897.36,2,High-value loyal customers
12750,129,1,275.88,0,Inactive low-value customers
12751,445,1,268.27,0,Inactive low-value customers
12752,81,1,4366.78,3,Lapsed higher-spend customers
12753,23,6,21429.39,2,High-value loyal customers
12754,236,3,3010.74,3,Lapsed higher-spend customers
12755,281,11,5236.26,3,Lapsed higher-spend customers
12756,87,1,112.08,0,Inactive low-value customers
12757,16,13,7834.650000000001,2,High-value loyal customers
12758,117,7,9903.24,3,Lapsed higher-spend customers
12759,52,8,5020.74,2,High-value loyal customers
12760,456,1,347.8,0,Inactive low-value customers
12761,458,2,782.95,0,Inactive low-value customers
12762,8,2,1898.52,1,Recent moderate customers
12763,138,2,494.08,0,Inactive low-value customers
12764,317,1,1693.88,3,Lapsed higher-spend customers
12765,472,6,1404.58,3,Lapsed higher-spend customers
12766,4,9,8918.99,2,High-value loyal customers
12767,376,1,949.82,0,Inactive low-value customers
12768,451,1,168.69,0,Inactive low-value customers
12769,239,1,1143.6,0,Inactive low-value customers
12770,211,2,3246.45,3,Lapsed higher-spend customers
12771,486,1,282.3,0,Inactive low-value customers
12772,60,1,892.47,1,Recent moderate customers
12773,564,1,124.25,0,Inactive low-value customers
12774,536,1,98.7,0,Inactive low-value customers
12775,17,7,1686.1200000000001,1,Recent moderate customers
12776,668,1,55.5,0,Inactive low-value customers
12777,458,1,519.45,0,Inactive low-value customers
12778,20,9,1775.68,2,High-value loyal customers
12779,38,14,6474.11,2,High-value loyal customers
12780,599,1,337.4,0,Inactive low-value customers
12781,64,2,826.74,1,Recent moderate customers
12782,5,11,4618.24,2,High-value loyal customers
12783,2,6,2225.91,2,High-value loyal customers
12784,9,3,1763.15,1,Recent moderate customers
12785,364,3,1100.4,3,Lapsed higher-spend customers
12786,610,1,728.5000000000001,0,Inactive low-value customers
12787,10,4,862.1800000000001,1,Recent moderate customers
12788,463,4,444.90000000000003,0,Inactive low-value customers
12789,65,3,273.35,1,Recent moderate customers
12790,192,2,591.85,0,Inactive low-value customers
12791,374,6,863.51,3,Lapsed higher-spend customers
12792,257,2,827.01,3,Lapsed higher-spend customers
12793,335,3,885.53,3,Lapsed higher-spend customers
12794,53,2,860.41,1,Recent moderate customers
12795,19,1,430.48,1,Recent moderate customers
12796,628,1,381.0,0,Inactive low-value customers
12797,366,2,552.08,0,Inactive low-value customers
12798,10,4,8510.93,2,High-value loyal customers
12799,529,1,219.35,0,Inactive low-value customers
12800,470,3,584.25,0,Inactive low-value customers
12801,501,1,1071.82,0,Inactive low-value customers
12802,187,7,2416.42,3,Lapsed higher-spend customers
12803,393,1,1092.81,0,Inactive low-value customers
12804,466,2,325.37,0,Inactive low-value customers
12805,382,4,1434.95,3,Lapsed higher-spend customers
12806,435,4,2878.96,3,Lapsed higher-spend customers
12807,383,1,330.35,0,Inactive low-value customers
12808,37,5,776.7,1,Recent moderate customers
12809,178,3,1755.94,3,Lapsed higher-spend customers
12810,535,2,534.99,0,Inactive low-value customers
12811,261,5,1033.9,3,Lapsed higher-spend customers
12812,45,1,229.64000000000001,1,Recent moderate customers
12813,502,3,1687.8,3,Lapsed higher-spend customers
12814,102,1,125.92,0,Inactive low-value customers
12815,148,2,1063.46,3,Lapsed higher-spend customers
12816,96,2,572.2,1,Recent moderate customers
12817,281,3,690.98,3,Lapsed higher-spend customers
12818,262,1,1542.08,3,Lapsed higher-spend customers
12819,458,1,540.52,0,Inactive low-value customers
12820,3,11,2689.52,2,High-value loyal customers
12821,214,2,220.8,0,Inactive low-value customers
12822,71,2,948.88,1,Recent moderate customers
12823,75,18,6501.5,2,High-value loyal customers
12824,60,1,397.12,1,Recent moderate customers
12825,521,2,518.63,0,Inactive low-value customers
12826,3,12,2800.75,2,High-value loyal customers
12827,6,3,430.15,1,Recent moderate customers
12828,3,6,1018.71,1,Recent moderate customers
12829,337,3,385.3,0,Inactive low-value customers
12830,38,6,6814.64,2,High-value loyal customers
12831,262,3,451.11,0,Inactive low-value customers
12832,32,2,383.03000000000003,1,Recent moderate customers
12833,145,1,417.38,0,Inactive low-value customers
12834,283,1,312.38,0,Inactive low-value customers
12835,428,41,5996.83,2,High-value loyal customers
12836,59,15,6559.7300000000005,2,High-value loyal customers
12837,173,2,662.66,0,Inactive low-value customers
12838,34,10,2975.91,2,High-value loyal customers
12839,3,26,9669.12,2,High-value loyal customers
12840,144,7,4041.9700000000003,3,Lapsed higher-spend customers
12841,5,40,6958.2,2,High-value loyal customers
12842,70,4,1917.99,3,Lapsed higher-spend customers
12843,66,30,6583.36,2,High-value loyal customers
12844,29,4,648.6,1,Recent moderate customers
12845,267,4,354.09000000000003,0,Inactive low-value customers
12846,682,1,15.58,0,Inactive low-value customers
12847,22,2,1609.0,1,Recent moderate customers
12848,676,1,208.0,0,Inactive low-value customers
12849,31,6,3042.4700000000003,2,High-value loyal customers
12850,446,1,330.0,0,Inactive low-value customers
12851,97,2,280.76,0,Inactive low-value customers
12852,295,1,311.55,0,Inactive low-value customers
12853,135,11,3907.5,3,Lapsed higher-spend customers
12854,79,7,2970.9700000000003,3,Lapsed higher-spend customers
12855,373,4,612.84,3,Lapsed higher-spend customers
12856,8,6,2170.78,1,Recent moderate customers
12857,211,6,3688.0,3,Lapsed higher-spend customers
12858,383,1,147.27,0,Inactive low-value customers
12859,459,1,575.1,0,Inactive low-value customers
12860,693,1,54.22,0,Inactive low-value customers
12861,620,1,68.25,0,Inactive low-value customers
12862,426,2,984.62,3,Lapsed higher-spend customers
12863,52,6,2792.55,3,Lapsed higher-spend customers
12864,138,2,299.57,0,Inactive low-value customers
12865,26,4,3323.4700000000003,1,Recent moderate customers
12866,283,3,1227.35,3,Lapsed higher-spend customers
12867,26,13,7829.26,2,High-value loyal customers
12868,186,8,2043.76,3,Lapsed higher-spend customers
12869,682,1,337.66999999999996,0,Inactive low-value customers
12870,375,3,1676.95,3,Lapsed higher-spend customers
12871,84,3,744.02,3,Lapsed higher-spend customers
12872,327,12,3283.96,3,Lapsed higher-spend customers
12873,282,3,2027.3,3,Lapsed higher-spend customers
12874,385,2,948.42,3,Lapsed higher-spend customers
12875,143,5,1356.9900000000002,3,Lapsed higher-spend customers
12876,58,4,4081.79,3,Lapsed higher-spend customers
12877,4,20,2942.14,2,High-value loyal customers
12878,236,2,854.99,3,Lapsed higher-spend customers
12879,45,3,573.22,1,Recent moderate customers
12880,382,2,640.13,0,Inactive low-value customers
12881,276,1,298.0,0,Inactive low-value customers
12882,9,2,1463.04,1,Recent moderate customers
12883,25,4,703.47,1,Recent moderate customers
12884,88,1,309.05,0,Inactive low-value customers
12885,63,3,1175.22,3,Lapsed higher-spend customers
12886,68,2,1378.4,1,Recent moderate customers
12887,384,1,222.4,0,Inactive low-value customers
12888,214,2,354.12,0,Inactive low-value customers
12889,381,4,385.46000000000004,0,Inactive low-value customers
12890,24,2,706.02,1,Recent moderate customers
12891,186,11,840.5,3,Lapsed higher-spend customers
12892,397,1,263.38,0,Inactive low-value customers
12893,31,1,176.55,1,Recent moderate customers
12894,575,1,157.35,0,Inactive low-value customers
12895,42,2,372.8,1,Recent moderate customers
12897,205,4,514.25,3,Lapsed higher-spend customers
12898,464,2,296.21,0,Inactive low-value customers
12899,414,1,366.4,0,Inactive low-value customers
12900,422,1,340.33000000000004,0,Inactive low-value customers
12901,9,28,17654.54,2,High-value loyal customers
12902,265,1,138.68,0,Inactive low-value customers
12903,429,1,833.5300000000001,0,Inactive low-value customers
12904,18,2,496.06,1,Recent moderate customers
12905,577,2,1018.42,3,Lapsed higher-spend customers
12906,12,5,2919.81,1,Recent moderate customers
12907,396,2,508.91,0,Inactive low-value customers
12908,176,5,1776.0,3,Lapsed higher-spend customers
12909,40,8,3103.19,2,High-value loyal customers
12910,23,13,5796.52,2,High-value loyal customers
12911,552,1,1651.72,0,Inactive low-value customers
12912,3,5,1662.3,1,Recent moderate customers
12913,5,13,6283.24,2,High-value loyal customers
12914,401,1,223.98,0,Inactive low-value customers
12915,149,4,975.1,3,Lapsed higher-spend customers
12916,139,7,4479.73,3,Lapsed higher-spend customers
12917,128,6,4359.2,3,Lapsed higher-spend customers
12918,626,1,10953.5,3,Lapsed higher-spend customers
12919,8,6,1335.19,1,Recent moderate customers
12920,17,4,486.64,1,Recent moderate customers
12921,9,74,35233.24,2,High-value loyal customers
12922,161,1,405.38,0,Inactive low-value customers
